++++++++++++++++++++++++++++++++++++++++++++
The edges in the graph are: 
0 			11137
0 			19634
0 			7940
0 			26965
0 			29802
0 			11098
0 			7739
1 			6948
1 			25940
1 			14773
1 			9206
1 			28935
1 			8216
1 			4010
1 			1948
2 			8355
2 			3444
2 			18262
2 			5351
2 			21848
2 			15720
2 			28189
3 			22594
3 			27427
3 			470
3 			9899
3 			955
3 			19183
4 			4349
5 			6864
5 			2544
5 			22162
5 			23917
5 			4189
5 			14622
5 			19567
5 			28527
6 			29541
6 			4872
6 			7032
6 			13753
7 			3586
7 			27480
7 			19434
7 			19578
7 			863
8 			16552
8 			29245
8 			1598
9 			16645
9 			18552
9 			7818
9 			18188
9 			22380
9 			6029
10 			21090
10 			13378
10 			17267
10 			1748
10 			9543
10 			21752
10 			7288
10 			1053
10 			1997
10 			17151
11 			29058
11 			27285
11 			15752
11 			11064
11 			18649
11 			22602
11 			2094
11 			22591
12 			29937
12 			10387
12 			3427
12 			24038
12 			29111
12 			22761
12 			24442
12 			23356
12 			29485
13 			13955
13 			2503
13 			16617
13 			15307
13 			25836
13 			11806
13 			12687
14 			12403
14 			6692
14 			7780
14 			24292
14 			17272
14 			10473
14 			7053
14 			12303
15 			24369
15 			322
15 			4946
15 			28102
15 			24390
15 			17768
16 			3536
16 			10067
16 			1235
16 			15891
16 			16947
16 			29429
16 			18471
16 			14664
16 			6027
16 			16332
16 			6366
17 			23584
17 			11940
17 			17316
17 			17285
17 			21751
17 			664
17 			1913
17 			27631
17 			14559
18 			802
18 			24338
18 			6008
18 			28877
19 			10736
19 			24866
19 			10946
19 			23747
19 			13315
19 			9412
19 			14070
20 			17201
20 			6194
20 			4277
20 			4870
20 			25127
20 			18600
20 			3835
20 			22383
21 			3509
21 			4010
22 			1538
22 			13172
22 			28629
22 			25275
23 			24225
23 			7202
23 			25367
23 			13991
23 			9353
23 			13593
23 			269
23 			27037
23 			19711
24 			21699
24 			13963
24 			15404
24 			24718
24 			4622
25 			26033
25 			133
25 			24726
25 			18728
25 			7897
25 			1354
26 			24320
26 			13122
26 			19977
26 			13194
26 			9389
26 			25166
26 			16943
26 			27697
26 			13906
26 			7799
26 			1272
26 			14360
26 			14747
26 			11547
26 			4765
27 			786
27 			16996
27 			23669
27 			7685
27 			18984
27 			4952
27 			15772
27 			8204
27 			3437
28 			17365
28 			4054
28 			10408
28 			26234
28 			28109
28 			11151
28 			24751
29 			24080
29 			24802
29 			2147
29 			29043
29 			3093
30 			22694
30 			18216
30 			22510
30 			19343
31 			14916
31 			26872
31 			21180
31 			12733
31 			18638
31 			12431
31 			2479
32 			11489
32 			10084
32 			1860
32 			878
33 			4704
33 			22002
33 			18596
33 			9396
33 			5733
33 			1046
33 			779
33 			5852
33 			2174
33 			11135
34 			2097
34 			29474
34 			1670
34 			15606
34 			1497
34 			19899
34 			26779
34 			18716
35 			21392
35 			11553
35 			23954
35 			27970
35 			11428
35 			18043
35 			23308
35 			604
35 			23197
36 			7714
36 			16071
36 			12731
36 			29773
36 			28317
37 			1749
37 			8054
37 			5242
38 			20017
38 			6247
38 			12663
39 			17201
39 			660
39 			15972
39 			9750
39 			6184
39 			19800
39 			29755
39 			26301
39 			5934
40 			14214
40 			23624
40 			27993
40 			10521
40 			15292
40 			4077
40 			15711
41 			16657
41 			14867
41 			3477
41 			15721
41 			29388
41 			16828
42 			29394
42 			8866
42 			17139
42 			29031
42 			12377
42 			3081
42 			8510
43 			17889
43 			24132
43 			27636
43 			18132
43 			8421
43 			14422
43 			19706
43 			17627
43 			7532
43 			18846
44 			13809
44 			115
44 			24340
44 			13159
44 			18600
44 			7609
44 			1337
44 			2586
44 			28762
44 			11133
44 			20847
45 			8753
45 			2649
45 			22511
46 			7553
46 			24226
46 			26342
46 			28921
46 			28489
46 			7722
46 			17387
46 			24990
47 			8560
47 			21120
47 			26080
47 			29093
47 			21558
47 			13098
47 			7899
47 			1935
48 			576
48 			16547
48 			2359
48 			15400
48 			11544
48 			22617
48 			17963
48 			16923
48 			19725
49 			29888
49 			7425
49 			3938
49 			12964
49 			12341
49 			27894
49 			29678
50 			15330
50 			10306
50 			17907
50 			23112
50 			29273
50 			10330
51 			1137
51 			4006
51 			27495
51 			18472
51 			14697
51 			24569
51 			28538
51 			14955
51 			19147
51 			21451
52 			10439
52 			22590
53 			3313
53 			15812
53 			9990
53 			25817
53 			11338
53 			23371
53 			14109
54 			964
55 			10162
55 			22948
55 			24598
55 			17575
55 			1627
55 			29388
55 			23117
56 			12706
56 			13635
56 			19557
56 			28165
56 			6503
56 			10169
56 			10122
56 			9994
56 			27259
56 			20107
56 			21647
57 			20768
57 			1393
57 			22913
57 			9397
57 			18693
57 			3767
57 			21947
58 			9633
58 			22899
58 			1878
58 			12602
58 			1563
58 			20799
59 			15217
59 			3811
59 			26070
59 			18311
59 			5706
59 			8986
59 			254
60 			20147
60 			29133
60 			12349
61 			21539
61 			4948
61 			8858
61 			9564
